Year,State,Population,Total Religous,Christianity,Islam,Hinduism,Buddhism,Noreligion,Syncretism,Judaism,Sikhism,Code,Continent,GDP per Capita
1995,Iraq,20095000,19993495,300395,19693100,0,0,0,0,0,0,IRQ,Asia,639.923124443079
1995,Ireland,3601000,3597446,3486468,15081,2360,726,87769,2073,1750,0,IRL,Europe,19158.4564773907
1995,Israel,5545000,5522400,159900,813000,0,0,0,0,4549500,0,ISR,Asia,18143.4991019849
1995,Italy,57301000,57253976,47718067,640000,0,6233,8802329,42416,38088,0,ITA,Europe,20664.5522701724
1995,Jamaica,2415000,2409423,1754579,3078,28916,308,615351,0,555,0,JAM,North America,2596.01012142309
1995,Japan,125472000,207686325,3764159,176936,22601,92849280,14464679,201782,1935,1648,JPN,Asia,44197.6191013908
1995,Jordan,5373000,5362978,389838,4973140,0,0,0,0,0,0,JOR,Asia,1466.04451241078
1995,Kazakhstan,16066000,16002241,4526802,7551000,0,17200,3855840,966,14400,866,KAZ,Asia,1288.18851938364
1995,Kenya,30522000,30262180,24049800,2032672,135801,461,22592,803,1693,25611,KEN,Africa,325.778929114327
1995,Kuwait,1691000,1597118,79768,1507350,0,0,10000,0,0,0,KWT,Asia,16932.0850381744
1995,Latvia,2516000,2509008,1359175,6108,723,121,1132200,0,10389,0,LVA,Europe,2329.57673252552
1995,Lebanon,3009000,3004998,1222699,1782299,0,0,0,0,0,0,LBN,Asia,3321.29726667512
1995,Lesotho,2027000,2009716,1824570,920,1196,0,4154,0,0,0,LSO,Africa,527.699837938563
1995,Libya,5407000,5248323,103533,5144790,0,0,0,0,0,0,LBY,Africa,5161.68542792943
1995,Liechtenstein,31000,30850,28428,1319,0,0,1022,0,41,0,LIE,Europe,78631.6991111526
1995,Lithuania,3715000,3708140,3172884,7614,631,788,520100,0,5681,0,LTU,Europe,2167.79258211454
1995,Luxembourg,410000,409872,376823,5850,0,0,25171,0,699,0,LUX,Europe,51032.349635318
1995,Madagascar,14874000,14872278,8113115,288038,8123,3493,43452,7235,219,0,MDG,Africa,284.82272865697
1995,Malawi,9788000,9487989,6730375,1566080,21689,0,24514,0,183,478,MWI,Africa,141.954347357758
1995,Malaysia,20689000,20513275,1711549,12317727,1354849,3765398,90997,537914,0,0,MYS,Asia,4329.7079981979
1995,Maldives,254000,244648,883,241460,574,1474,178,0,0,0,MDV,Asia,1569.93261682457
1995,Mali,10795000,10763529,222939,9557550,0,0,10586,0,0,0,MLI,Africa,282.340143825172
1995,Malta,371000,370371,365041,1093,40,0,3906,0,53,0,MLT,Europe,9857.48077075996
1995,Marshall Islands,56000,56000,53240,0,0,0,520,0,0,0,MHL,Oceania,2382.96269869584
1995,Mauritania,2284000,2283913,8088,2261160,0,0,2415,0,0,0,MRT,Africa,904.090723533681
1995,Mauritius,1122000,1106390,356110,190740,493680,2786,23949,14600,0,2374,MUS,Africa,3599.55520192961
1995,Mexico,90487000,90408173,87909596,128584,5705,11470,2250550,0,61000,0,MEX,North America,3928.22371141004
1995,Moldova,4348000,4347517,4122440,31819,0,0,141920,0,50299,0,MDA,Europe,593.766138282668
1995,Monaco,32000,31998,29105,136,0,0,2166,0,539,0,MCO,Europe,101866.604082751
1995,Mongolia,2347000,2335480,27257,93880,0,1145806,586750,12341,0,0,MNG,Asia,631.920914962075
1995,Morocco,26386000,26116205,1805,26102400,0,0,0,0,12000,0,MAR,Africa,1432.30983568683
1995,Mozambique,17423000,17116417,7432920,2787680,26842,738,69792,987,178,0,MOZ,Africa,187.293868194753
1995,Myanmar,45106000,45081853,3157420,1804240,719974,33355000,205000,117610,186,4826,MMR,Asia,2155.77098131215
1995,Namibia,1536000,1528986,1400596,3068,0,0,17811,0,1792,0,NAM,Africa,2443.99585286862
1995,Nepal,21456000,21141905,542797,643680,14833760,2574720,68025,15751,0,7737,NPL,Asia,203.980780640198
1995,Netherlands,15459000,15383539,11215247,626500,84674,102930,3316692,6291,25471,0,NLD,Europe,29258.1343486211
1995,New Zealand,3542000,3530376,2698123,21630,46554,43473,672980,9293,4462,4022,NZL,Oceania,17400.4201848172
1995,Nicaragua,4539000,4482839,4307600,786,0,5017,136097,0,248,0,NIC,North America,890.005449052435
1995,Niger,9151000,9110497,52829,8450430,0,0,5596,0,0,2137,NER,Africa,242.620396721353
1995,Nigeria,111722000,111514860,47688800,52361000,0,5477,258171,3144,801,0,NGA,Africa,408.181044825253
1995,Norway,4359000,4282675,3962924,18778,0,34737,261540,1003,821,0,NOR,Europe,34875.7043347536
1995,Oman,2400000,2246056,106500,2139556,0,0,0,0,0,0,OMN,Asia,6261.76446874815
1995,Pakistan,129871000,129616689,3391078,124026804,1742788,85697,111349,1937,781,20858,PAK,Asia,489.881829848191
1995,Panama,2631000,2567136,2552070,11666,0,0,0,0,3400,0,PAN,North America,3494.51728987501
1995,Papua New Guinea,4074000,4073847,3891350,1094,0,6691,14539,3078,513,0,PNG,Oceania,893.773119089875
1995,Paraguay,4828000,4624128,4624128,0,0,0,0,0,0,0,PRY,South America,1897.09834727976
1995,Peru,23532000,23484119,23290887,232,0,13121,89500,6314,3763,0,PER,South America,2194.01724731413
1995,Philippines,70267000,69711752,63749979,3724151,1770,83681,486154,44296,575,17069,PHL,Asia,1212.94443677501
1995,Poland,38588000,38554700,37293803,5303,0,1458,1252114,0,1410,0,POL,Europe,3686.81929987805
1995,Portugal,9916000,9898440,9263964,28910,0,52650,529871,19220,467,0,PRT,Europe,11781.3618502221
1995,Qatar,548000,528381,27781,500600,0,0,0,0,0,0,QAT,Asia,15849.5657351625
1995,Romania,22681000,22668236,21446333,61592,0,0,1150260,0,8217,0,ROU,Europe,1650.27648080037
1995,Rwanda,5184000,5060964,4359705,362880,5193,0,8782,0,0,0,RWA,Africa,221.628926108787
1995,Samoa,165000,164884,161677,43,0,16,1084,16,0,0,WSM,Oceania,1322.35066969658
1995,Saudi Arabia,18255000,18252000,557000,17695000,0,0,0,0,0,0,SAU,Asia,7690.57628428611
1995,Senegal,8347000,8268829,411998,7328829,0,1015,20441,124,0,0,SEN,Africa,727.989657599257
1995,Seychelles,75000,74833,72574,515,970,0,344,38,0,0,SYC,Africa,6748.93110885887
1995,Sierra Leone,4195000,4186132,419499,2433100,2270,0,63163,0,0,0,SLE,Africa,202.316042811522
1995,Singapore,3468000,3454911,484916,578219,180472,503449,158354,1525920,671,15819,SGP,Asia,24914.411255678
1995,Slovenia,1988000,1971981,1780836,47700,0,0,142635,0,330,0,SVN,Europe,10730.4510136379
1995,Solomon Islands,378000,377740,358780,717,0,1228,954,0,0,0,SLB,Oceania,1306.73752977948
1995,South Africa,41244000,41137550,35332102,490700,91116,25500,3250000,0,91116,0,ZAF,Africa,4144.61372333232
1995,Spain,39210000,39209236,37249500,300000,0,13838,1590737,15193,29583,0,ESP,Europe,15471.962716535
1995,Sri Lanka,18112000,18111564,1448959,1448960,2535680,12447280,190503,726,0,23132,LKA,Asia,714.233231504348
1995,St. Kitts and Nevis,43412,40453,36837,64,266,0,3094,0,0,0,KNA,North America,7450.27414466776
1995,St. Lucia,145000,139828,135978,352,1293,0,1873,0,0,0,LCA,North America,5194.78292489983
1995,St. Vincent and the Grenadines,111000,105135,96441,750,3640,0,1951,790,0,0,VCT,North America,2924.82999738444
1995,Sudan,26707000,26706659,4478143,18694900,0,0,0,0,0,0,SDN,Africa,473.413470920276
1995,Suriname,409000,407675,225995,67800,110430,0,0,0,0,0,SUR,South America,1565.21202336887
1995,Sweden,8831000,8808924,7933826,205268,0,30641,618170,0,15813,0,SWE,Europe,30282.9639200066
1995,Switzerland,7041000,7025891,6091621,231500,12311,10480,660350,0,17750,0,CHE,Europe,50155.9741273218
1995,Tajikistan,5836000,5832300,121000,4960600,0,3700,725000,0,8800,0,TJK,Asia,213.544144308394
1995,Tanzania,30337000,30266915,15624860,9707840,249961,6340,89677,15779,194,9077,TZA,Africa,182.361927987515
1995,Thailand,59401000,59208541,594009,2376040,119901,52866890,1058946,549672,81,33366,THA,Asia,2846.58683404849
1995,Togo,4085000,4045492,1777899,735300,0,0,9305,0,0,0,TGO,Africa,309.818293556622
1995,Trinidad and Tobago,1260000,1214758,776469,82830,323710,3966,22142,0,602,0,TTO,North America,4249.09437348112
1995,Tunisia,8958000,8919210,50790,8823630,0,0,0,0,44790,0,TUN,Africa,1975.89986185202
1995,Turkey,61644000,61515879,419539,61019340,0,0,57000,0,20000,0,TUR,Asia,2897.86664012665
1995,Turkmenistan,4509000,4465370,405810,4013010,0,580,45090,0,0,0,TKM,Asia,590.281221132054
1995,Uganda,19263000,18848477,15511805,2156905,157600,908,86115,0,2200,1144,UGA,Africa,281.966133284589
1995,Ukraine,51277000,51275224,39860991,995335,4969,19335,10135400,634,242562,8281,UKR,Europe,935.976154552498
1995,United Arab Emirates,2314000,2279720,58280,2221440,0,0,0,0,0,0,ARE,Asia,27221.9344117425
1995,United Kingdom,58606000,58559509,48904250,1459221,471355,153245,6895223,46679,295603,271929,GBR,Europe,23206.5685593776
1995,United States of America,262755000,262064532,215593975,2425377,574269,1608346,34475517,270915,5259463,47402,USA,North America,28690.8757013347
1995,Uruguay,3149000,2350200,2286480,0,0,0,0,0,63720,0,URY,South America,5985.1169942237
1995,Uzbekistan,22690000,22497777,2269000,19967200,0,0,204210,367,57000,0,UZB,Asia,585.932364161135
1995,Vanuatu,165000,161734,149450,0,0,287,646,0,0,0,VUT,Oceania,1482.70556242237
1995,Vietnam,73793000,71825964,5906662,63329,37860,6641370,54082680,799160,0,0,VNM,Asia,276.812662815382
1995,Zambia,8081000,7731369,6410000,89054,11235,2575,17935,4594,1091,0,ZMB,Africa,418.515024706011
1995,Zimbabwe,11526000,11175708,8271850,82767,15385,437,110851,311,10132,0,ZWE,Africa,623.209585091074
2000,Albania,3113000,3112757,715990,2051467,0,0,340000,0,300,0,ALB,Europe,1126.68334010717
2000,Algeria,31471000,31059573,4455,30865165,0,0,188826,0,566,0,DZA,Africa,1765.02714611601
2000,Andorra,78000,77934,72946,500,0,0,4488,0,0,0,AND,Europe,21854.2468030614
2000,Angola,12878000,12197136,10839535,130000,0,1101,250000,109,0,0,AGO,Africa,556.838631674927
2000,Argentina,37032000,35615068,33280506,555480,1811,5985,1451847,133,296256,0,ARG,South America,7708.09911454041
2000,Armenia,3520000,3516513,3416610,750,0,0,60000,38332,821,0,ARM,Asia,622.740922945281
2000,Australia,18886000,18803187,14578660,308616,111239,360723,3159348,60057,93000,22097,AUS,Oceania,21697.7084797731
2000,Austria,8211000,7785425,6445987,346502,0,0,984616,0,8320,0,AUT,Europe,24564.4582948404
2000,Azerbaijan,7734000,7664559,236459,6960600,0,0,455000,0,12500,0,AZE,Asia,655.119945170816
2000,Bahrain,617000,613733,54220,559513,0,0,0,0,0,0,BHR,Asia,13636.4167499288
2000,Bangladesh,129155000,128959940,83705,115722880,12011415,645775,100761,2764,0,0,BGD,Asia,418.068942112038
2000,Barbados,270000,247272,188838,1782,918,108,55566,0,32,0,BRB,North America,11268.4200640121
2000,Belarus,10236000,10233580,5989515,16000,0,664,4200000,0,27350,0,BLR,Europe,1276.49398462377
2000,Belgium,10161000,9843765,7909604,350000,0,20000,1524150,0,40000,0,BEL,Europe,23041.5347290428
2000,Belize,241000,214832,192222,243,367,0,21795,0,0,0,BLZ,North America,3364.49173102584
2000,Benin,6097000,6023704,2635093,1505807,0,0,125000,0,0,0,BEN,Africa,512.673901962619
2000,Bhutan,2124000,2123953,17600,21240,250000,1764913,200,0,0,0,BTN,Asia,718.196336969414
2000,Bolivia,8329000,8058211,7842641,1666,0,5329,208225,0,350,0,BOL,South America,997.581748874387
2000,Bosnia and Herzegovina,3972000,3877837,1986000,1588800,0,0,302000,0,1037,0,BIH,Europe,1484.17605553887
2000,Botswana,1622000,1612898,874624,40549,2238,905,15200,1900,337,195,BWA,Africa,3522.3108214571
2000,Brazil,170115000,163770436,146447175,86586,2455,319764,13439085,37000,92000,0,BRA,South America,3749.91084752888
2000,Bulgaria,8225000,8204163,6876100,999156,0,0,325000,0,3907,0,BGR,Europe,1621.24296080247
2000,Burkina Faso,11937000,11928901,2561541,6804090,0,0,55000,0,0,0,BFA,Africa,255.718687257319
2000,Burundi,6695000,6554662,5623798,234324,5624,0,10500,0,0,0,BDI,Africa,136.46397080034
2000,Cambodia,11168000,11158954,74823,240111,0,10783820,45000,0,0,0,KHM,Asia,300.613679010462
2000,Cameroon,15085000,15005557,7566370,2896320,0,181,75000,386,0,0,CMR,Africa,681.102042961201
2000,Canada,31147000,31021879,25571687,280323,186882,360000,4000090,0,373762,155735,CAN,North America,24271.0020563821
2000,Central African Republic,3615000,3544707,1662483,565474,0,0,45000,0,0,0,CAF,Africa,251.207291436082
2000,Chad,7651000,7578127,2274495,4124505,0,918,12400,1959,0,0,TCD,Africa,166.175708881786
2000,Chile,15211000,14820202,14197856,1603,0,1812,455796,108,11127,0,CHL,South America,5074.90261608209
2000,China,1277558016,1276049864,71553248,20000000,18000,102204641,485472046,536574366,2500,25000,CHN,Asia,959.372483635864
2000,Colombia,42321000,41022675,39996945,32248,6832,1124,563000,1431,7500,0,COL,South America,2520.48108876016
2000,Comoros,694000,692798,300,680512,0,0,1500,0,0,0,COM,Africa,647.425811810504
2000,Costa Rica,4023000,4003205,3771380,0,121,2343,177647,46260,4540,0,CRI,North America,3789.05388634101
2000,Croatia,4473000,4413452,4154923,57231,0,0,200800,0,498,0,HRV,Europe,4887.71371564115
2000,Cuba,11201000,17630500,8100650,8500,0,0,1680150,7840700,500,0,CUB,North America,2747.10030348478
2000,Cyprus,786000,774183,559042,175000,0,0,40000,0,141,0,CYP,Asia,14388.3480609917
2000,Czech Republic,10244000,9162038,3098330,3699,1062,6826,6048221,0,3900,0,CZE,Europe,6029.03819275358
2000,Denmark,5293000,5170941,4551334,174507,0,3941,435000,0,6159,0,DNK,Europe,30743.5476816354
2000,Djibouti,638000,637202,10397,622050,255,0,4500,0,0,0,DJI,Africa,768.183570343678
2000,Dominica,71000,66337,60965,139,141,92,5000,0,0,0,DMA,North America,4787.80144106777
2000,Dominican Republic,8261536,8189006,6526613,1873,0,1533,1652307,0,100,0,DOM,North America,2869.17813861021
2000,Ecuador,12646000,12460077,11477020,1200,0,4422,948450,4089,1300,0,ECU,South America,1445.27932442901
2000,El Salvador,6276000,6245990,5711560,1763,0,602,508833,0,565,0,SLV,North America,2001.54004887966
2000,Equatorial Guinea,453000,452931,394530,18700,227,0,14500,0,0,0,GNQ,Africa,1725.55758427978
2000,Eritrea,3850000,3837520,1812203,1925000,770,0,65000,0,0,0,ERI,Africa,308.134186808579
2000,Estonia,1396000,1168336,401015,1726,190,774,760000,0,3200,0,EST,Europe,4070.60902410208
2000,Ethiopia,62565000,62549958,38159809,20608195,4661,0,98200,0,11950,0,ETH,Africa,124.460790874921
2000,Fiji,817000,797168,449482,54323,264163,0,10500,0,0,4500,FJI,Oceania,2069.31745471458
2000,Finland,5176000,5160588,4468908,16563,0,3354,667704,1253,1232,0,FIN,Europe,24285.4668205162
2000,France,59080000,59039546,42875006,4450000,0,594540,10500000,0,620000,0,FRA,Europe,22364.0293943406
2000,Gabon,1226000,1223493,936379,147120,0,0,16893,0,0,0,GAB,Africa,4135.99238007722
2000,Georgia,4968000,4954540,4406616,458374,0,0,75800,0,13750,0,GEO,Asia,749.908534993961
2000,Germany,82220000,81529635,56327135,3000000,62500,80000,21800000,0,187500,62500,DEU,Europe,23635.9292203977
2000,Ghana,20212000,19280792,10986230,3787000,4042,404,1202603,586,0,0,GHA,Africa,258.471039929679
2000,Greece,10645000,10591773,10176670,220000,0,0,190000,0,4860,0,GRC,Europe,12042.9537140472
2000,Grenada,88000,83836,76726,167,123,0,6820,0,0,0,GRD,North America,5056.97725886957
2000,Guatemala,11385000,11371710,11045250,911,0,1981,284625,23835,1014,0,GTM,North America,1664.29895827045
2000,Guinea,7430000,7402138,534351,6315500,0,6500,13976,0,0,0,GIN,Africa,363.482279266615
2000,Guinea-Bissau,1213000,1212420,145500,505200,0,0,15657,0,0,0,GNB,Africa,308.910318401872
2000,Guyana,750000,738016,430500,54000,213000,750,39000,0,16,0,GUY,South America,954.400318095334
2000,Haiti,8222000,13296925,7377600,0,0,0,822200,5088500,98,0,HTI,North America,805.025632473004
2000,Honduras,6530000,6430000,6330000,0,0,0,100000,0,0,0,HND,North America,1080.51047183846
2000,Hungary,10036000,9543681,7462967,3150,0,5139,2059759,0,12666,0,HUN,Europe,4624.28165670295
2000,Iceland,281000,275807,268427,135,0,455,6037,0,0,0,ISL,Europe,32096.3722613695
2000,India,1028662016,1028252528,24080014,137840709,827578868,7955207,3200000,130000,5000,19215730,IND,Asia,443.314193811316
2000,Indonesia,216200000,215252626,24291100,179629800,4324000,1729600,1500000,1250000,0,5400,IDN,Asia,780.19020467518
2000,Iraq,23115000,22854550,433000,21959250,0,0,462300,0,0,0,IRQ,Asia,2058.26440082449
2000,Ireland,3730000,3693394,3529605,19163,3767,466,131669,3916,1865,0,IRL,Europe,26269.1816173107
2000,Israel,6217000,6039299,133399,856800,0,0,135000,0,4914100,0,ISR,Asia,21061.4822833993
2000,Italy,57298000,57196436,48955835,950063,0,60338,7200000,0,30200,0,ITA,Europe,20087.5919858794
2000,Jamaica,2583000,2462096,1807362,3156,30733,316,612945,0,511,0,JAM,North America,3392.12387809462
2000,Japan,126714000,198519333,2975133,190000,23700,83732611,14191968,250000,1400,1000,JPN,Asia,39169.3595701504
2000,Jordan,6669000,6669000,200070,6468930,0,0,0,0,0,0,JOR,Asia,1651.6217976912
2000,Kazakhstan,16223000,16187480,4070200,7569340,0,0,4542440,0,5500,0,KAZ,Asia,1229.00124667231
2000,Kenya,30080000,30002377,23881200,2406400,135000,722,45000,963,1787,27523,KEN,Africa,397.482658777519
2000,Kiribati,101000,100983,97970,0,0,13,500,0,0,0,KIR,Oceania,796.803203566513
2000,Kuwait,1972000,1670480,0,1591600,78880,0,0,0,0,0,KWT,Asia,18440.3785212446
2000,Latvia,2357000,2342495,1285590,300,500,100,1050000,0,6005,0,LVA,Europe,3361.64086880275
2000,Lebanon,3282000,3278670,1267291,1870739,0,65640,75000,0,0,0,LBN,Asia,4491.64193430433
2000,Lesotho,2153000,2147825,1907000,1000,1292,0,14500,0,0,0,LSO,Africa,436.488137266071
2000,Liberia,3154000,3148701,1230057,630800,0,0,50234,0,0,0,LBR,Africa,306.833864207408
2000,Libya,5605000,5605000,168150,5436850,0,0,0,0,0,0,LBY,Africa,7142.77178555264
2000,Liechtenstein,33000,31921,29285,1593,0,66,941,0,26,0,LIE,Europe,74853.938729354
2000,Lithuania,3670000,3601163,3115606,3012,279,429,475000,0,5500,0,LTU,Europe,3293.22997867086
2000,Luxembourg,431000,430448,404690,6000,0,0,17800,0,600,0,LUX,Europe,48538.7828981002
2000,Madagascar,15942000,15888537,9825986,460434,0,0,74751,0,0,0,MDG,Africa,293.607157402594
2000,Malawi,10925000,10133303,6890909,1688144,23379,0,55000,0,197,546,MWI,Africa,156.385816790286
2000,Malaysia,22244000,22146076,1890213,13243537,1379128,4226360,106994,578344,0,0,MYS,Asia,4043.66292312877
2000,Maldives,286000,282780,1300,280280,0,1200,0,0,0,0,MDV,Asia,2234.59586137462
2000,Mali,11234000,11232532,368900,10080350,0,0,12373,0,0,0,MLI,Africa,270.542236003215
2000,Malta,389000,379923,371280,728,0,9,7780,0,97,0,MLT,Europe,10432.3281192942
2000,Marshall Islands,64000,63970,57400,0,0,0,850,0,0,0,MHL,Oceania,2272.67801552587
2000,Mauritania,2670000,2625515,7248,2597000,0,0,5600,0,0,0,MRT,Africa,676.569022381448
2000,Mauritius,1158000,1156382,373012,184647,561300,4040,15200,12500,0,2548,MUS,Africa,3929.07549503364
2000,Mexico,98881000,98353047,95812392,257168,6010,22940,2050000,0,122001,0,MEX,North America,7157.81449985734
2000,Moldova,4380000,4340700,4125000,0,0,0,150000,0,65700,0,MDA,Europe,440.672030653269
2000,Monaco,32883,32447,28250,1197,0,0,2500,0,500,0,MCO,Europe,82365.492364536
2000,Mongolia,2662000,2525255,23242,79860,0,1732962,276581,15972,0,0,MNG,Asia,474.217094319837
2000,Morocco,28351000,28032800,25000,28002800,0,0,0,0,5000,0,MAR,Africa,1334.94346380236
2000,Mozambique,19680000,19407081,7571947,4329600,31685,886,102500,1889,197,0,MOZ,Africa,319.359620843667
2000,Myanmar,45611000,45531656,3210000,1824440,45611,34909000,122171,100220,50,1000,MMR,Asia,7925.25592793595
2000,Namibia,1726000,1709372,1471479,11874,0,0,32500,0,0,0,NAM,Africa,2185.60411519312
2000,Nepal,23930000,23879587,399997,1005060,18952560,2584440,76050,0,0,0,NPL,Asia,229.490392563225
2000,Netherlands,15786000,15760179,10625781,780000,95000,157860,4050000,6583,24942,12629,NLD,Europe,26149.41107829
2000,New Zealand,3862000,3773653,2535249,35000,60000,41709,1033471,12000,7500,7724,NZL,Oceania,13641.1027183822
2000,Nicaragua,5174000,5169353,4898300,863,0,5835,225195,0,497,0,NIC,North America,1007.499838655
2000,Niger,10730000,10713755,379700,9817950,0,0,8950,0,0,2564,NER,Africa,197.832683441643
2000,Nigeria,120000000,119938452,49263166,60000000,0,5954,316343,3289,200,0,NGA,Africa,567.930722076473
2000,Norway,4465000,4390600,3956900,62000,0,40000,326000,0,1200,2000,NOR,Europe,38131.4606116242
2000,Oman,2553300,2534531,71500,2376959,65252,5400,0,0,0,15420,OMN,Asia,8601.27193227855
2000,Pakistan,156483008,156371107,2660210,149741271,3442626,90000,152000,2000,0,40000,PAK,Asia,576.195580353518
2000,Palau,19000,18737,15570,450,24,162,50,47,0,0,PLW,Oceania,7657.95121440536
2000,Panama,2856000,2805273,2773500,12655,9138,2033,0,4169,3778,0,PAN,North America,4060.31779345702
2000,Papua New Guinea,4807000,4792220,4614720,4000,0,2000,25000,2500,0,0,PNG,Oceania,602.186490344582
2000,Paraguay,5496000,5493781,5329016,1000,0,5524,137400,0,1365,0,PRY,South America,1663.60493919986
2000,Peru,25662000,24062963,23532720,5600,0,8200,461916,0,3027,0,PER,South America,1955.58800627896
2000,Philippines,76510000,76474433,70508000,4055030,0,76510,490000,44593,300,0,PHL,Asia,1072.80175248718
2000,Poland,38765000,38573360,36631210,2500,0,0,1938250,0,1400,0,POL,Europe,4501.45406742273
2000,Portugal,9875000,8903718,8437963,35000,7000,55300,342987,21500,1773,395,PRT,Europe,11497.7534604525
2000,Qatar,599000,550182,86566,281530,158611,12901,10574,0,0,0,QAT,Asia,29976.1676344676
2000,Romania,22327000,22289634,21984877,67257,0,0,230000,0,7500,0,ROU,Europe,1659.90763954548
2000,Rwanda,7733000,7463817,6779963,328674,387,0,15564,0,0,0,RWA,Africa,260.601185779705
2000,Samoa,180000,177183,174600,50,0,18,1500,18,0,0,WSM,Oceania,1542.06673580116
2000,San Marino,27000,26900,25650,5,0,0,1000,0,0,0,SMR,Europe,36604.4933810621
2000,Saudi Arabia,20808000,20433580,650000,19351440,216070,0,216070,0,0,0,SAU,Asia,9171.33147630515
2000,Senegal,9481000,9437652,377758,8852140,0,1242,15200,212,0,0,SEN,Africa,613.732384491775
2000,Seychelles,77000,76538,72320,516,1013,0,1540,150,0,0,SYC,Africa,7578.85105298845
2000,Sierra Leone,4854000,4843128,856198,2813860,2490,0,50000,0,0,0,SLE,Africa,138.698722497148
2000,Singapore,4018000,4011355,586418,598618,160911,1708366,596065,340000,300,15677,SGP,Asia,23852.3270285975
2000,Slovenia,1986000,1830597,1580712,48019,0,0,201766,0,100,0,SVN,Europe,10201.3035366727
2000,Solomon Islands,444000,436880,408480,1000,0,1500,1200,0,0,0,SLB,Oceania,1017.61375675438
2000,South Africa,40377000,39915088,31630111,654000,560000,98000,1850000,27053,75749,8560,ZAF,Africa,3374.71842279184
2000,Spain,39630000,39567750,34100000,450000,0,12000,4953750,0,52000,0,ESP,Europe,14713.0657111519
2000,Sri Lanka,17100000,17009057,1187918,1453159,1312980,12985000,60000,0,0,0,LKA,Asia,869.696285031043
2000,St. Kitts and Nevis,46325,43327,38155,129,370,0,4488,0,0,0,KNA,North America,9565.94990912411
2000,St. Lucia,154000,147132,141130,705,1386,0,3547,0,0,0,LCA,North America,5950.04748459261
2000,St. Vincent and the Grenadines,114000,111822,98157,798,912,0,11499,0,0,0,VCT,North America,3676.35209220929
2000,Sudan,29490000,29453371,3502171,20053200,0,0,0,0,0,0,SDN,Africa,366.172741960491
2000,Suriname,417000,416562,234934,69493,102101,617,3241,277,191,0,SUR,South America,2012.28165067815
2000,Sweden,8910000,8905374,7734793,350550,3505,3505,792990,0,20031,0,SWE,Europe,29624.9126748618
2000,Switzerland,7386000,7304156,6119143,310800,22823,19931,809800,0,17900,0,CHE,Europe,38952.0342005572
2000,Tajikistan,6188000,6128120,185640,5878600,0,0,61880,0,2000,0,TJK,Asia,138.429146735759
2000,Tanzania,33517000,33438204,16989531,11730950,289922,7608,105000,17697,0,10055,TZA,Africa,410.952365470373
2000,Thailand,61399000,61181217,613987,6139900,50000,53417130,420000,50000,200,15000,THA,Asia,2007.7352707452
2000,Togo,4629000,4602970,1917880,555480,0,0,11410,0,0,0,TGO,Africa,302.958591951416
2000,Tonga,110000,93405,89100,0,110,132,372,0,0,0,TON,Oceania,2091.11300904714
2000,Trinidad and Tobago,1295000,1247735,792540,85470,331520,4032,28490,0,605,0,TTO,North America,6435.13421201268
2000,Tunisia,9586000,9515946,23895,9490140,0,0,0,0,1911,0,TUN,Africa,2211.8350154787
2000,Turkey,66591000,66226568,334433,65759180,0,0,102955,0,20000,0,TUR,Asia,4337.47800296354
2000,Turkmenistan,4459000,4415853,401310,3968510,0,573,44590,0,0,0,TKM,Asia,643.1909754292
2000,Tuvalu,11000,10980,10450,0,0,0,200,0,0,0,TUV,Oceania,1463.16621061465
2000,Uganda,21778000,21753620,17829965,2634881,162000,1090,125000,2091,1500,1089,UGA,Africa,261.869141644962
2000,Ukraine,50456000,50431672,41626200,353192,0,50456,8200000,0,151368,0,UKR,Europe,635.704418150527
2000,United Arab Emirates,2441000,2436706,167815,1582317,622455,4882,34827,0,0,0,ARE,Asia,33291.3662541838
2000,United Kingdom,58830000,58654589,42458524,1828442,567710,186491,12870000,58359,281207,318859,GBR,Europe,28223.0675706515
2000,United States of America,278357000,278248108,219818305,2555997,825186,2449569,44537120,541831,5010424,76286,USA,North America,36334.9087770589
2000,Uruguay,3337000,3150389,2470035,167,0,21,631841,0,45873,0,URY,South America,6875.02546946372
2000,Uzbekistan,24318000,24209429,2611800,21399840,649,0,165119,401,30000,0,UZB,Asia,558.226802377
2000,Vanuatu,190000,182974,165300,0,0,374,5800,0,0,0,VUT,Oceania,1470.63586995743
2000,Vietnam,79832000,79752388,6869052,84832,45000,39916000,29697504,790000,0,0,VNM,Asia,390.093330934266
2000,Zambia,9169000,9161836,7513167,62500,12470,2751,18871,5868,1183,0,ZMB,Africa,345.689620749861
2000,Zimbabwe,11669000,10984865,7563983,84200,17270,175,175000,373,10864,0,ZWE,Africa,563.057504105969
2005,Afghanistan,26000000,25687847,24955,25497000,8250,4012,135000,0,0,2312,AFG,Asia,242.031313175022
2005,Albania,3142000,3121702,837479,1931812,0,0,345200,0,299,0,ALB,Europe,2673.78658429559
2005,Algeria,32906000,32840714,263248,32576940,0,0,0,0,526,0,DZA,Africa,3113.09488313746
2005,Andorra,79000,78945,74445,400,0,0,4100,0,0,0,AND,Europe,40064.2249292197
2005,Angola,16618000,16574433,15029280,175000,0,1200,267000,142,0,0,AGO,Africa,1902.42214975937
2005,Argentina,38592000,38326116,32627326,600000,1879,6912,4631040,139,425000,368,ARG,South America,5109.85224490403
2005,Armenia,3218000,3206261,3054651,850,0,0,110000,39962,599,0,ARM,Asia,1643.75688889146
